FIPS,County,Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered,Active,Admin
35023,Hidalgo,New Mexico,US,,31.91383467,-108.7151824,0,0,,,Admin3
35029,Luna,New Mexico,US,,32.18179341,-107.7508826,0,0,,,Admin3
35013,Do̱a Ana,New Mexico,US,,32.35275771,-106.8329387,0,0,,,Admin3
35015,Eddy,New Mexico,US,,32.47167456,-104.3053527,0,0,,,Admin3
35035,Otero,New Mexico,US,,32.61348406,-105.7417604,0,0,,,Admin3
35017,Grant,New Mexico,US,,32.73911281,-108.3827845,0,0,,,Admin3
35025,Lea,New Mexico,US,,32.79215361,-103.4123733,0,0,,,Admin3
35051,Sierra,New Mexico,US,,33.13028233,-107.1925893,0,0,,,Admin3
35005,Chaves,New Mexico,US,,33.36406072,-104.4665365,0,0,,,Admin3
35027,Lincoln,New Mexico,US,,33.74526079,-105.4586166,0,0,,,Admin3
35003,Catron,New Mexico,US,,33.91514144,-108.4046587,0,0,,,Admin3
35053,Socorro,New Mexico,US,,34.00715494,-106.9298354,2,0,,,Admin3
35041,Roosevelt,New Mexico,US,,34.02097406,-103.4799493,0,0,,,Admin3
35011,De Baca,New Mexico,US,,34.34274529,-104.4117842,0,0,,,Admin3
35009,Curry,New Mexico,US,,34.57421077,-103.3468876,0,0,,,Admin3
35057,Torrance,New Mexico,US,,34.64048375,-105.8508949,0,0,,,Admin3
35061,Valencia,New Mexico,US,,34.71669834,-106.8103733,0,0,,,Admin3
35019,Guadalupe,New Mexico,US,,34.86319296,-104.790669,0,0,,,Admin3
35006,Cibola,New Mexico,US,,34.91131525,-107.998876,0,0,,,Admin3
35001,Bernalillo,New Mexico,US,,35.05163625,-106.6703554,6,0,,,Admin3
35037,Quay,New Mexico,US,,35.10403332,-103.5481727,0,0,,,Admin3
35047,San Miguel,New Mexico,US,,35.48014807,-104.8163562,0,0,,,Admin3
35049,Santa Fe,New Mexico,US,,35.50708973,-105.9774716,3,0,,,Admin3
35031,McKinley,New Mexico,US,,35.5800772,-108.262245,0,0,,,Admin3
35043,Sandoval,New Mexico,US,,35.68862401,-106.8687803,2,0,,,Admin3
35021,Harding,New Mexico,US,,35.85751555,-103.8220938,0,0,,,Admin3
35028,Los Alamos,New Mexico,US,,35.86631386,-106.3134985,0,0,,,Admin3
35033,Mora,New Mexico,US,,36.01095101,-104.9497716,0,0,,,Admin3
35059,Union,New Mexico,US,,36.48126404,-103.4709624,0,0,,,Admin3
35045,San Juan,New Mexico,US,,36.50838318,-108.320437,0,0,,,Admin3
35039,Rio Arriba,New Mexico,US,,36.51072137,-106.6931674,0,0,,,Admin3
35055,Taos,New Mexico,US,,36.58006022,-105.6310198,0,0,,,Admin3
35007,Colfax,New Mexico,US,,36.60569702,-104.6472674,0,0,,,Admin3
36085,Richmond,New York,US,,40.58582155,-74.14808598,0,0,,,Admin3
36047,Kings,New York,US,,40.6361825,-73.94935552,0,0,,,Admin3
36081,Queens,New York,US,,40.71088124,-73.81684712,0,0,,,Admin3
36059,Nassau,New York,US,,40.74066522,-73.58941873,79,0,,,Admin3
36061,New York,New York,US,,40.7672726,-73.97152637,269,1,,,Admin3
36005,Bronx,New York,US,,40.85209301,-73.86282755,0,0,,,Admin3
36103,Suffolk,New York,US,,40.88320119,-72.8012172,41,0,,,Admin3
36087,Rockland,New York,US,,41.15027894,-74.02560498,12,1,,,Admin3
36119,Westchester,New York,US,,41.16278376,-73.75741653,178,0,,,Admin3
36071,Orange,New York,US,,41.40337468,-74.30240757,6,0,,,Admin3
36079,Putnam,New York,US,,41.42630093,-73.74965532,0,0,,,Admin3
36105,Sullivan,New York,US,,41.71579493,-74.76394559,0,0,,,Admin3
36027,Dutchess,New York,US,,41.7648606,-73.74356679,4,0,,,Admin3
36111,Ulster,New York,US,,41.89027881,-74.26252104,5,0,,,Admin3
36015,Chemung,New York,US,,42.13891056,-76.7638805,0,0,,,Admin3
36007,Broome,New York,US,,42.15903158,-75.81326086,1,0,,,Admin3
36107,Tioga,New York,US,,42.16852837,-76.30835812,1,0,,,Admin3
36025,Delaware,New York,US,,42.19837623,-74.96709306,1,0,,,Admin3
36013,Chautauqua,New York,US,,42.2276921,-79.36691763,0,0,,,Admin3
36009,Cattaraugus,New York,US,,42.24778241,-78.67923096,0,0,,,Admin3
36021,Columbia,New York,US,,42.24819348,-73.63089095,0,0,,,Admin3
36003,Allegany,New York,US,,42.25748406,-78.02750466,0,0,,,Admin3
36101,Steuben,New York,US,,42.2689144,-77.3829924,0,0,,,Admin3
36039,Greene,New York,US,,42.275797,-74.12384884,0,0,,,Admin3
36097,Schuyler,New York,US,,42.39184015,-76.8773299,0,0,,,Admin3
36109,Tompkins,New York,US,,42.44945765,-76.47229843,1,0,,,Admin3
36017,Chenango,New York,US,,42.49430041,-75.60887553,0,0,,,Admin3
36095,Schoharie,New York,US,,42.58831742,-74.4433903,0,0,,,Admin3
36023,Cortland,New York,US,,42.59509207,-76.07048931,0,0,,,Admin3
36001,Albany,New York,US,,42.60060306,-73.97723916,7,0,,,Admin3
36077,Otsego,New York,US,,42.63492579,-75.03151402,0,0,,,Admin3
36123,Yates,New York,US,,42.63505484,-77.10369919,0,0,,,Admin3
36121,Wyoming,New York,US,,42.70145109,-78.22199579,0,0,,,Admin3
36083,Rensselaer,New York,US,,42.71348136,-73.51089874,0,0,,,Admin3
36051,Livingston,New York,US,,42.72596275,-77.77966158,0,0,,,Admin3
36029,Erie,New York,US,,42.76249024,-78.73063652,3,0,,,Admin3
36099,Seneca,New York,US,,42.78081007,-76.82497064,0,0,,,Admin3
36093,Schenectady,New York,US,,42.81668777,-74.05278291,1,0,,,Admin3
36069,Ontario,New York,US,,42.85145728,-77.30874425,0,0,,,Admin3
36057,Montgomery,New York,US,,42.90123494,-74.44011632,0,0,,,Admin3
36011,Cayuga,New York,US,,42.91261714,-76.55731592,0,0,,,Admin3
36053,Madison,New York,US,,42.91653905,-75.67266639,0,0,,,Admin3
36037,Genesee,New York,US,,43.0022601,-78.19135193,0,0,,,Admin3
36067,Onondaga,New York,US,,43.00491923,-76.19971155,0,0,,,Admin3
36091,Saratoga,New York,US,,43.10904162,-73.86653895,3,0,,,Admin3
36035,Fulton,New York,US,,43.11363907,-74.41798804,0,0,,,Admin3
36055,Monroe,New York,US,,43.14638895,-77.69322942,2,0,,,Admin3
36117,Wayne,New York,US,,43.15494365,-77.02976528,0,0,,,Admin3
36063,Niagara,New York,US,,43.19898042,-78.74777412,0,0,,,Admin3
36065,Oneida,New York,US,,43.24375382,-75.43710392,0,0,,,Admin3
36073,Orleans,New York,US,,43.2516977,-78.2320066,0,0,,,Admin3
36115,Washington,New York,US,,43.31153794,-73.43043448,0,0,,,Admin3
36043,Herkimer,New York,US,,43.42034246,-74.96145307,1,0,,,Admin3
36075,Oswego,New York,US,,43.42778894,-76.14635194,0,0,,,Admin3
36113,Warren,New York,US,,43.56173026,-73.8433699,0,0,,,Admin3
36041,Hamilton,New York,US,,43.66146647,-74.49721957,0,0,,,Admin3
36049,Lewis,New York,US,,43.7844157,-75.44903992,0,0,,,Admin3
36045,Jefferson,New York,US,,44.04200959,-75.94653457,0,0,,,Admin3
36031,Essex,New York,US,,44.11630765,-73.77297842,0,0,,,Admin3
36089,St. Lawrence,New York,US,,44.4976179,-75.06550039,0,0,,,Admin3
36033,Franklin,New York,US,,44.59040891,-74.29926032,0,0,,,Admin3
36019,Clinton,New York,US,,44.74530905,-73.67875352,0,0,,,Admin3
37019,Brunswick,North Carolina,US,,34.070565,-78.22814204,1,0,,,Admin3
37129,New Hanover,North Carolina,US,,34.25758282,-77.87075626,0,0,,,Admin3
37047,Columbus,North Carolina,US,,34.26744084,-78.65801424,0,0,,,Admin3
37141,Pender,North Carolina,US,,34.52265624,-77.90352133,0,0,,,Admin3
37017,Bladen,North Carolina,US,,34.61296243,-78.56180059,0,0,,,Admin3
37155,Robeson,North Carolina,US,,34.64244496,-79.1025053,0,0,,,Admin3
37133,Onslow,North Carolina,US,,34.72607366,-77.42908179,1,0,,,Admin3
37165,Scotland,North Carolina,US,,34.8386299,-79.4757978,0,0,,,Admin3
37031,Carteret,North Carolina,US,,34.8932941,-76.54120135,0,0,,,Admin3
37061,Duplin,North Carolina,US,,34.93449805,-77.93140529,0,0,,,Admin3
37007,Anson,North Carolina,US,,34.97403241,-80.09953279,0,0,,,Admin3
37163,Sampson,North Carolina,US,,34.98820368,-78.36914061,0,0,,,Admin3
37179,Union,North Carolina,US,,34.98960527,-80.52955873,0,0,,,Admin3
37153,Richmond,North Carolina,US,,35.00417719,-79.74491009,0,0,,,Admin3
37093,Hoke,North Carolina,US,,35.01888303,-79.23651674,0,0,,,Admin3
37103,Jones,North Carolina,US,,35.02254606,-77.35870791,0,0,,,Admin3
37051,Cumberland,North Carolina,US,,35.04762133,-78.82623165,0,0,,,Admin3
37043,Clay,North Carolina,US,,35.05704275,-83.74353633,0,0,,,Admin3
37049,Craven,North Carolina,US,,35.11833364,-77.08398081,1,0,,,Admin3
37039,Cherokee,North Carolina,US,,35.1349263,-84.05970864,0,0,,,Admin3
37113,Macon,North Carolina,US,,35.14867843,-83.41696617,0,0,,,Admin3
37137,Pamlico,North Carolina,US,,35.15253315,-76.66559823,0,0,,,Admin3
37175,Transylvania,North Carolina,US,,35.20383864,-82.79638423,0,0,,,Admin3
37107,Lenoir,North Carolina,US,,35.2403259,-77.64245615,0,0,,,Admin3
37119,Mecklenburg,North Carolina,US,,35.24469268,-80.8317671,4,0,,,Admin3
37149,Polk,North Carolina,US,,35.27820615,-82.16812354,0,0,,,Admin3
37099,Jackson,North Carolina,US,,35.28814273,-83.14093385,0,0,,,Admin3
37071,Gaston,North Carolina,US,,35.29373559,-81.17477045,0,0,,,Admin3
37125,Moore,North Carolina,US,,35.30885257,-79.48474178,0,0,,,Admin3
37167,Stanly,North Carolina,US,,35.31647813,-80.25093221,0,0,,,Admin3
37123,Montgomery,North Carolina,US,,35.33155144,-79.90416657,0,0,,,Admin3
37045,Cleveland,North Carolina,US,,35.33553364,-81.55204486,0,0,,,Admin3
37089,Henderson,North Carolina,US,,35.33788927,-82.4766782,0,0,,,Admin3
37075,Graham,North Carolina,US,,35.3506925,-83.83369267,0,0,,,Admin3
37191,Wayne,North Carolina,US,,35.36438125,-78.00027268,1,0,,,Admin3
37085,Harnett,North Carolina,US,,35.36731853,-78.87243571,2,0,,,Admin3
37025,Cabarrus,North Carolina,US,,35.3877799,-80.55267168,1,0,,,Admin3
37161,Rutherford,North Carolina,US,,35.40114178,-81.92112099,0,0,,,Admin3
37095,Hyde,North Carolina,US,,35.42017674,-76.15180542,0,0,,,Admin3
37105,Lee,North Carolina,US,,35.47623147,-79.17569362,0,0,,,Admin3
37109,Lincoln,North Carolina,US,,35.48508185,-81.21740317,0,0,,,Admin3
37013,Beaufort,North Carolina,US,,35.48531943,-76.84325809,0,0,,,Admin3
37079,Greene,North Carolina,US,,35.48544173,-77.67578087,0,0,,,Admin3
37173,Swain,North Carolina,US,,35.48665845,-83.48748932,0,0,,,Admin3
37101,Johnston,North Carolina,US,,35.51745004,-78.36622717,2,0,,,Admin3
37087,Haywood,North Carolina,US,,35.55269063,-82.98196486,0,0,,,Admin3
37147,Pitt,North Carolina,US,,35.59535426,-77.37353178,0,0,,,Admin3
37021,Buncombe,North Carolina,US,,35.61113393,-82.53305,0,0,,,Admin3
37159,Rowan,North Carolina,US,,35.64003916,-80.52446628,0,0,,,Admin3
37035,Catawba,North Carolina,US,,35.66211129,-81.2132617,0,0,,,Admin3
37055,Dare,North Carolina,US,,35.66520691,-75.71767334,0,0,,,Admin3
37111,McDowell,North Carolina,US,,35.67736232,-82.0482425,0,0,,,Admin3
37037,Chatham,North Carolina,US,,35.70394416,-79.25541492,1,0,,,Admin3
37195,Wilson,North Carolina,US,,35.70625477,-77.917978,0,0,,,Admin3
37151,Randolph,North Carolina,US,,35.71015088,-79.80570339,0,0,,,Admin3
37023,Burke,North Carolina,US,,35.74989637,-81.70755735,0,0,,,Admin3
37183,Wake,North Carolina,US,,35.78879266,-78.65249174,14,0,,,Admin3
37057,Davidson,North Carolina,US,,35.79115496,-80.21256572,0,0,,,Admin3
37097,Iredell,North Carolina,US,,35.80950511,-80.8743128,0,0,,,Admin3
37187,Washington,North Carolina,US,,35.83810081,-76.57299037,0,0,,,Admin3
37117,Martin,North Carolina,US,,35.84326734,-77.10860251,0,0,,,Admin3
37115,Madison,North Carolina,US,,35.85402722,-82.71346418,0,0,,,Admin3
37177,Tyrrell,North Carolina,US,,35.87147226,-76.17055253,0,0,,,Admin3
37199,Yancey,North Carolina,US,,35.90079156,-82.31237181,0,0,,,Admin3
37065,Edgecombe,North Carolina,US,,35.91230639,-77.59436892,0,0,,,Admin3
37003,Alexander,North Carolina,US,,35.9223796,-81.17751948,0,0,,,Admin3
37059,Davie,North Carolina,US,,35.93099927,-80.54496571,0,0,,,Admin3
37027,Caldwell,North Carolina,US,,35.95204977,-81.54799522,0,0,,,Admin3
37127,Nash,North Carolina,US,,35.96575634,-77.98422508,0,0,,,Admin3
37121,Mitchell,North Carolina,US,,36.01059309,-82.1582442,0,0,,,Admin3
37063,Durham,North Carolina,US,,36.03638492,-78.87608331,1,0,,,Admin3
37001,Alamance,North Carolina,US,,36.0434701,-79.39976137,0,0,,,Admin3
37135,Orange,North Carolina,US,,36.06092947,-79.12167935,0,0,,,Admin3
37015,Bertie,North Carolina,US,,36.0688473,-76.96545943,0,0,,,Admin3
37011,Avery,North Carolina,US,,36.07569796,-81.92308483,0,0,,,Admin3
37081,Guilford,North Carolina,US,,36.07959451,-79.78824948,0,0,,,Admin3
37069,Franklin,North Carolina,US,,36.081519,-78.28708884,0,0,,,Admin3
37067,Forsyth,North Carolina,US,,36.12859861,-80.25459052,2,0,,,Admin3
37041,Chowan,North Carolina,US,,36.12908077,-76.60118385,0,0,,,Admin3
37197,Yadkin,North Carolina,US,,36.16222629,-80.66239436,0,0,,,Admin3
37143,Perquimans,North Carolina,US,,36.17847453,-76.40603143,0,0,,,Admin3
37193,Wilkes,North Carolina,US,,36.2084135,-81.16232895,0,0,,,Admin3
37189,Watauga,North Carolina,US,,36.23103603,-81.70033724,1,0,,,Admin3
37083,Halifax,North Carolina,US,,36.25669272,-77.6556109,0,0,,,Admin3
37139,Pasquotank,North Carolina,US,,36.26723798,-76.25134778,0,0,,,Admin3
37077,Granville,North Carolina,US,,36.30337451,-78.65184241,0,0,,,Admin3
37029,Camden,North Carolina,US,,36.33804939,-76.15568396,0,0,,,Admin3
37091,Hertford,North Carolina,US,,36.3607755,-76.98104134,0,0,,,Admin3
37053,Currituck,North Carolina,US,,36.36123664,-75.95876401,0,0,,,Admin3
37181,Vance,North Carolina,US,,36.36880673,-78.40670845,0,0,,,Admin3
37145,Person,North Carolina,US,,36.38989032,-78.97217358,0,0,,,Admin3
37033,Caswell,North Carolina,US,,36.39312665,-79.33353281,0,0,,,Admin3
37157,Rockingham,North Carolina,US,,36.39593137,-79.77504841,0,0,,,Admin3
37185,Warren,North Carolina,US,,36.39728256,-78.10652228,0,0,,,Admin3
37169,Stokes,North Carolina,US,,36.4017975,-80.23893369,0,0,,,Admin3
37171,Surry,North Carolina,US,,36.41689489,-80.69102283,0,0,,,Admin3
37131,Northampton,North Carolina,US,,36.41736238,-77.39769443,0,0,,,Admin3
37009,Ashe,North Carolina,US,,36.43296207,-81.49862729,0,0,,,Admin3
37073,Gates,North Carolina,US,,36.44667547,-76.69749701,0,0,,,Admin3
37005,Alleghany,North Carolina,US,,36.49360862,-81.12857041,0,0,,,Admin3
38001,Adams,North Dakota,US,,46.09686891,-102.5285397,0,0,,,Admin3
38081,Sargent,North Dakota,US,,46.10830372,-97.63217159,0,0,,,Admin3
38021,Dickey,North Dakota,US,,46.11017712,-98.5049008,0,0,,,Admin3
38051,McIntosh,North Dakota,US,,46.11182017,-99.44145858,0,0,,,Admin3
38011,Bowman,North Dakota,US,,46.11285362,-103.5203343,0,0,,,Admin3
38085,Sioux,North Dakota,US,,46.11323337,-101.0440149,0,0,,,Admin3
38077,Richland,North Dakota,US,,46.26440649,-96.94852979,0,0,,,Admin3
38029,Emmons,North Dakota,US,,46.28398398,-100.2389766,0,0,,,Admin3
38037,Grant,North Dakota,US,,46.35821257,-101.6390013,0,0,,,Admin3
38041,Hettinger,North Dakota,US,,46.43375068,-102.4632417,0,0,,,Admin3
38087,Slope,North Dakota,US,,46.44737738,-103.4601547,0,0,,,Admin3
38073,Ransom,North Dakota,US,,46.45621782,-97.65742504,0,0,,,Admin3
38045,LaMoure,North Dakota,US,,46.45681054,-98.53542355,0,0,,,Admin3
38047,Logan,North Dakota,US,,46.45729487,-99.47719806,0,0,,,Admin3
38059,Morton,North Dakota,US,,46.71681782,-101.2822377,0,0,,,Admin3
38089,Stark,North Dakota,US,,46.80851182,-102.6576326,0,0,,,Admin3
38017,Cass,North Dakota,US,,46.93201724,-97.2444719,0,0,,,Admin3
38003,Barnes,North Dakota,US,,46.93579637,-98.06605978,0,0,,,Admin3
38033,Golden Valley,North Dakota,US,,46.94022281,-103.8465421,0,0,,,Admin3
38043,Kidder,North Dakota,US,,46.97830064,-99.77507857,0,0,,,Admin3
38015,Burleigh,North Dakota,US,,46.97847375,-100.4645214,0,0,,,Admin3
38093,Stutsman,North Dakota,US,,46.97962541,-98.95637318,0,0,,,Admin3
38007,Billings,North Dakota,US,,47.02366884,-103.3762965,0,0,,,Admin3
38065,Oliver,North Dakota,US,,47.11530482,-101.3406158,0,0,,,Admin3
38057,Mercer,North Dakota,US,,47.31213126,-101.8318399,0,0,,,Admin3
38025,Dunn,North Dakota,US,,47.35423935,-102.6160468,0,0,,,Admin3
38097,Traill,North Dakota,US,,47.45367788,-97.16323288,0,0,,,Admin3
38091,Steele,North Dakota,US,,47.45611548,-97.72728747,0,0,,,Admin3
38031,Foster,North Dakota,US,,47.4571084,-98.88279923,0,0,,,Admin3
38039,Griggs,North Dakota,US,,47.45785838,-98.23850925,0,0,,,Admin3
38083,Sheridan,North Dakota,US,,47.57700669,-100.3426391,0,0,,,Admin3
38103,Wells,North Dakota,US,,47.58614526,-99.65904998,0,0,,,Admin3
38055,McLean,North Dakota,US,,47.60766714,-101.3182418,0,0,,,Admin3
38027,Eddy,North Dakota,US,,47.71701474,-98.90432337,0,0,,,Admin3
38053,McKenzie,North Dakota,US,,47.7413337,-103.395905,0,0,,,Admin3
38035,Grand Forks,North Dakota,US,,47.92093639,-97.45450447,0,0,,,Admin3
38063,Nelson,North Dakota,US,,47.9226426,-98.19038437,0,0,,,Admin3
38005,Benson,North Dakota,US,,48.0683985,-99.35916363,0,0,,,Admin3
38061,Mountrail,North Dakota,US,,48.20197971,-102.3555315,0,0,,,Admin3
38101,Ward,North Dakota,US,,48.22390169,-101.5436763,1,0,,,Admin3
38049,McHenry,North Dakota,US,,48.23104458,-100.6324822,0,0,,,Admin3
38069,Pierce,North Dakota,US,,48.24977025,-99.96407787,0,0,,,Admin3
38071,Ramsey,North Dakota,US,,48.26886249,-98.72223879,0,0,,,Admin3
38105,Williams,North Dakota,US,,48.34522353,-103.4793387,0,0,,,Admin3
38099,Walsh,North Dakota,US,,48.36876964,-97.72574783,0,0,,,Admin3
38095,Towner,North Dakota,US,,48.68565745,-99.24564265,0,0,,,Admin3
38075,Renville,North Dakota,US,,48.71982533,-101.6603912,0,0,,,Admin3
38067,Pembina,North Dakota,US,,48.76623521,-97.5523809,0,0,,,Admin3
38079,Rolette,North Dakota,US,,48.77245354,-99.84097493,0,0,,,Admin3
38019,Cavalier,North Dakota,US,,48.77286211,-98.46685243,0,0,,,Admin3
38013,Burke,North Dakota,US,,48.79094471,-102.5182117,0,0,,,Admin3
38009,Bottineau,North Dakota,US,,48.79106111,-100.8378166,0,0,,,Admin3
38023,Divide,North Dakota,US,,48.8149387,-103.4873611,0,0,,,Admin3
39087,Lawrence,Ohio,US,,38.59743452,-82.53466552,0,0,,,Admin3
39145,Scioto,Ohio,US,,38.80270163,-82.98907345,0,0,,,Admin3
39053,Gallia,Ohio,US,,38.82708533,-82.31647569,0,0,,,Admin3
39001,Adams,Ohio,US,,38.84541072,-83.4718964,0,0,,,Admin3
39015,Brown,Ohio,US,,38.93416837,-83.86788395,0,0,,,Admin3
39079,Jackson,Ohio,US,,39.01914254,-82.6181856,0,0,,,Admin3
39025,Clermont,Ohio,US,,39.04847534,-84.15375786,0,0,,,Admin3
39131,Pike,Ohio,US,,39.07634001,-83.06769584,0,0,,,Admin3
39105,Meigs,Ohio,US,,39.09224872,-82.0305041,0,0,,,Admin3
39071,Highland,Ohio,US,,39.1839264,-83.60331456,0,0,,,Admin3
39061,Hamilton,Ohio,US,,39.19673558,-84.54502924,0,0,,,Admin3
39163,Vinton,Ohio,US,,39.25208988,-82.4831444,0,0,,,Admin3
39009,Athens,Ohio,US,,39.33425634,-82.04278644,0,0,,,Admin3
39141,Ross,Ohio,US,,39.33705391,-83.06000914,0,0,,,Admin3
39027,Clinton,Ohio,US,,39.41485808,-83.80852286,0,0,,,Admin3
39165,Warren,Ohio,US,,39.42581994,-84.16557457,0,0,,,Admin3
39017,Butler,Ohio,US,,39.44012838,-84.57388716,4,0,,,Admin3
39167,Washington,Ohio,US,,39.45690571,-81.49121382,0,0,,,Admin3
39073,Hocking,Ohio,US,,39.49537927,-82.47991446,0,0,,,Admin3
39047,Fayette,Ohio,US,,39.56021306,-83.4562016,0,0,,,Admin3
39115,Morgan,Ohio,US,,39.62081738,-81.85308173,0,0,,,Admin3
39129,Pickaway,Ohio,US,,39.64170392,-83.0243386,0,0,,,Admin3
39057,Greene,Ohio,US,,39.69116283,-83.89032084,0,0,,,Admin3
39111,Monroe,Ohio,US,,39.72984936,-81.08464734,0,0,,,Admin3
39127,Perry,Ohio,US,,39.73508655,-82.23804971,0,0,,,Admin3
39135,Preble,Ohio,US,,39.7420247,-84.64787018,0,0,,,Admin3
39045,Fairfield,Ohio,US,,39.75107189,-82.63088163,0,0,,,Admin3
39113,Montgomery,Ohio,US,,39.75394919,-84.29050975,0,0,,,Admin3
39121,Noble,Ohio,US,,39.76818851,-81.45937183,0,0,,,Admin3
39097,Madison,Ohio,US,,39.89381073,-83.40178317,0,0,,,Admin3
39023,Clark,Ohio,US,,39.91592258,-83.78498252,0,0,,,Admin3
39119,Muskingum,Ohio,US,,39.96575964,-81.94363275,0,0,,,Admin3
39049,Franklin,Ohio,US,,39.96995815,-83.01115755,3,0,,,Admin3
39013,Belmont,Ohio,US,,40.01625942,-80.9924051,2,0,,,Admin3
39059,Guernsey,Ohio,US,,40.05026529,-81.49248905,0,0,,,Admin3
39109,Miami,Ohio,US,,40.0543329,-84.22871271,0,0,,,Admin3
39089,Licking,Ohio,US,,40.09136236,-82.48185785,0,0,,,Admin3
39037,Darke,Ohio,US,,40.13412966,-84.6194517,0,0,,,Admin3
39021,Champaign,Ohio,US,,40.13923427,-83.76875242,0,0,,,Admin3
39041,Delaware,Ohio,US,,40.27942393,-83.00457058,0,0,,,Admin3
39067,Harrison,Ohio,US,,40.29380509,-81.09068544,0,0,,,Admin3
39159,Union,Ohio,US,,40.30016061,-83.37239023,0,0,,,Admin3
39031,Coshocton,Ohio,US,,40.30096166,-81.91729018,0,0,,,Admin3
39149,Shelby,Ohio,US,,40.33163494,-84.20258189,0,0,,,Admin3
39081,Jefferson,Ohio,US,,40.38614126,-80.76259514,0,0,,,Admin3
39091,Logan,Ohio,US,,40.38996525,-83.76784341,0,0,,,Admin3
39083,Knox,Ohio,US,,40.39830217,-82.42027563,0,0,,,Admin3
39157,Tuscarawas,Ohio,US,,40.44214695,-81.47226262,1,0,,,Admin3
39117,Morrow,Ohio,US,,40.5236356,-82.7892599,0,0,,,Admin3
39107,Mercer,Ohio,US,,40.54043046,-84.62912742,0,0,,,Admin3
39011,Auglaize,Ohio,US,,40.55998859,-84.2242143,0,0,,,Admin3
39075,Holmes,Ohio,US,,40.56163713,-81.92635677,0,0,,,Admin3
39019,Carroll,Ohio,US,,40.5789686,-81.09178213,0,0,,,Admin3
39101,Marion,Ohio,US,,40.58610662,-83.15736305,0,0,,,Admin3
39065,Hardin,Ohio,US,,40.66015414,-83.65929931,0,0,,,Admin3
39029,Columbiana,Ohio,US,,40.76932373,-80.78094576,0,0,,,Admin3
39139,Richland,Ohio,US,,40.77180308,-82.5379961,0,0,,,Admin3
39003,Allen,Ohio,US,,40.77285242,-84.10802343,0,0,,,Admin3
39151,Stark,Ohio,US,,40.81482476,-81.36437305,3,0,,,Admin3
39169,Wayne,Ohio,US,,40.82925852,-81.88844833,0,0,,,Admin3
39175,Wyandot,Ohio,US,,40.84339621,-83.30734173,0,0,,,Admin3
39005,Ashland,Ohio,US,,40.84772277,-82.27280781,0,0,,,Admin3
39033,Crawford,Ohio,US,,40.85065156,-82.91989099,0,0,,,Admin3
39161,Van Wert,Ohio,US,,40.8554138,-84.591117,0,0,,,Admin3
39063,Hancock,Ohio,US,,41.00250487,-83.66838948,0,0,,,Admin3
39099,Mahoning,Ohio,US,,41.01631101,-80.77287029,0,0,,,Admin3
39137,Putnam,Ohio,US,,41.02094889,-84.1336111,0,0,,,Admin3
39125,Paulding,Ohio,US,,41.11676341,-84.5801017,0,0,,,Admin3
39103,Medina,Ohio,US,,41.11770589,-81.8998621,0,0,,,Admin3
39147,Seneca,Ohio,US,,41.12351311,-83.12783209,0,0,,,Admin3
39153,Summit,Ohio,US,,41.12464734,-81.53123079,2,0,,,Admin3
39077,Huron,Ohio,US,,41.14651175,-82.59867951,0,0,,,Admin3
39133,Portage,Ohio,US,,41.16793482,-81.19735782,0,0,,,Admin3
39093,Lorain,Ohio,US,,41.29553751,-82.15083537,1,0,,,Admin3
39155,Trumbull,Ohio,US,,41.31735028,-80.76109643,2,0,,,Admin3
39039,Defiance,Ohio,US,,41.32398837,-84.49076944,0,0,,,Admin3
39069,Henry,Ohio,US,,41.3339642,-84.06830637,0,0,,,Admin3
39143,Sandusky,Ohio,US,,41.35624126,-83.137872,0,0,,,Admin3
39173,Wood,Ohio,US,,41.36224827,-83.62285108,0,0,,,Admin3
39043,Erie,Ohio,US,,41.36796058,-82.62904521,0,0,,,Admin3
39035,Cuyahoga,Ohio,US,,41.424119,-81.65918339,11,0,,,Admin3
39055,Geauga,Ohio,US,,41.49952319,-81.17935342,0,0,,,Admin3
39123,Ottawa,Ohio,US,,41.53781826,-83.0940185,0,0,,,Admin3
